         208441 function calls (201061 primitive calls) in 0.386 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:144(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:216(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:251(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:290(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:293(StreamReader)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.013    0.013 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1044(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:1204(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:1357(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1420(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:230(_ImageBase)
        1    0.000    0.000    0.000    0.000 image.py:857(AxesImage)
        1    0.000    0.000    0.009    0.009 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:556(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
       26    0.000    0.000    0.002    0.000 index_tricks.py:657(__init__)
       26    0.000    0.000    0.000    0.000 index_tricks.py:665(__iter__)
  1976026    0.976    0.000    1.408    0.000 index_tricks.py:684(__next__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        1    0.000    0.000    0.000    0.000 initializers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 initializers.py:30(_ChainedInitializer)
       10    0.000    0.000    0.001    0.000 inspect.py:1252(getfullargspec)
       57    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
        9    0.000    0.000    0.000    0.000 inspect.py:1359(repl)
      231    0.000    0.000    0.000    0.000 inspect.py:1875(_signature_get_user_defined_method)
      602    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
      462    0.001    0.000    0.005    0.000 inspect.py:1967(_signature_bound_method)
      344    0.000    0.000    0.000    0.000 inspect.py:199(ismethod)
       77    0.000    0.000    0.000    0.000 inspect.py:1993(_signature_is_builtin)
       77    0.000    0.000    0.000    0.000 inspect.py:2005(_signature_is_functionlike)
       77    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
     1092    0.011    0.000    0.032    0.000 inspect.py:2279(_signature_from_function)
1574/1112    0.008    0.000    0.051    0.000 inspect.py:2374(_signature_from_callable)
       73    0.000    0.000    0.000    0.000 inspect.py:2411(<lambda>)
     7864    0.010    0.000    0.018    0.000 inspect.py:2636(__init__)
    11580    0.001    0.000    0.001    0.000 inspect.py:2686(name)
     3002    0.000    0.000    0.000    0.000 inspect.py:2690(default)
      844    0.000    0.000    0.000    0.000 inspect.py:2694(annotation)
    13555    0.001    0.000    0.001    0.000 inspect.py:2698(kind)
      275    0.000    0.000    0.001    0.000 inspect.py:2702(replace)
      280    0.000    0.000    0.001    0.000 inspect.py:2720(__str__)
       17    0.000    0.000    0.000    0.000 inspect.py:2745(__hash__)
     2615    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
     1773    0.010    0.000    0.014    0.000 inspect.py:2919(__init__)
     5041    0.002    0.000    0.002    0.000 inspect.py:2968(<genexpr>)
     1102    0.001    0.000    0.052    0.000 inspect.py:2997(from_callable)
     4393    0.001    0.000    0.001    0.000 inspect.py:3005(parameters)
      106    0.000    0.000    0.000    0.000 inspect.py:3009(return_annotation)
      581    0.001    0.000    0.005    0.000 inspect.py:3013(replace)
        4    0.000    0.000    0.000    0.000 inspect.py:3028(_hash_basis)
       20    0.000    0.000    0.000    0.000 inspect.py:3029(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:3032(<dictcomp>)
        4    0.000    0.000    0.000    0.000 inspect.py:3037(__hash__)
       77    0.000    0.000    0.002    0.000 inspect.py:3205(__str__)
     1102    0.001    0.000    0.053    0.000 inspect.py:3251(signature)
       77    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        3    0.000    0.000    0.000    0.000 inspect.py:606(getmro)
     1179    0.003    0.000    0.004    0.000 inspect.py:612(unwrap)
     1246    0.001    0.000    0.001    0.000 inspect.py:632(_is_wrapper)
      344    0.001    0.000    0.002    0.000 inspect.py:653(_findclass)
     1092    0.002    0.000    0.003    0.000 inspect.py:66(get_annotations)
      344    0.001    0.000    0.003    0.000 inspect.py:663(_finddoc)
     6776    0.007    0.000    0.104    0.000 inspect.py:725(getdoc)
     6805    0.066    0.000    0.110    0.000 inspect.py:744(cleandoc)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolation.py:1(<module>)
        1    0.000    0.000    0.002    0.002 interpolative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
       19    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1125(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1199(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1383(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1450(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1465(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1532(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1566(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1586(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1606(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1710(_parse_hextet)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1843(_split_scope_id)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1872(IPv6Address)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1878(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2087(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2162(IPv6Network)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2178(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2254(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 isolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.008    0.008 iterative.py:1(<module>)
        4    0.000    0.000    0.000    0.000 iterative.py:119(set_docstring)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.004    0.004 ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.000    0.000 kde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.003    0.003 lapack.py:1(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:850(backtickrepl)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout_engine.py:103(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:127(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:191(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:1(<module>)
        1    0.000    0.000    0.002    0.002 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legacy.py:48(CharsetNormalizerMatch)
        1    0.000    0.000    0.000    0.000 legacy.py:52(CharsetNormalizerMatches)
        1    0.000    0.000    0.000    0.000 legacy.py:90(CharsetDetector)
        1    0.000    0.000    0.000    0.000 legacy.py:94(CharsetDoctor)
        1    0.000    0.000    0.006    0.006 legend.py:1(<module>)
        1    0.000    0.000    0.001    0.001 legend.py:333(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.001    0.001 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:167(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:172(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:209(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:215(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:239(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 legend_handler.py:276(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:315(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:320(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:362(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:399(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:431(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:434(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:516(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:525(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:528(__init__)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:632(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:637(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:723(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:728(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:776(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.036    0.036 lgmres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.003    0.003 linalg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linalg.py:107(get_linalg_error_extobj)
        3    0.000    0.000    0.000    0.000 linalg.py:112(_makearray)
  1645005    0.391    0.000    0.560    0.000 linalg.py:117(isComplexType)
        4    0.000    0.000    0.000    0.000 linalg.py:130(_realType)
        2    0.000    0.000    0.000    0.000 linalg.py:136(_commonType)
        1    0.000    0.000    0.000    0.000 linalg.py:188(_assert_2d)
        1    0.000    0.000    0.000    0.000 linalg.py:194(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 linalg.py:200(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 linalg.py:2161(_lstsq_dispatcher)
        1    0.000    0.000    0.000    0.000 linalg.py:2165(lstsq)
  1645000    0.248    0.000    0.248    0.000 linalg.py:2353(_norm_dispatcher)
  1645000    3.898    0.000    6.935    0.000 linalg.py:2357(norm)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:479(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 linalg.py:483(inv)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.003    0.001 linecache.py:26(getline)
        2    0.000    0.000    0.003    0.001 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.003    0.003 linecache.py:80(updatecache)
        1    0.000    0.000    0.034    0.034 lines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:1466(_AxLine)
        1    0.000    0.000    0.000    0.000 lines.py:1530(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
        1    0.000    0.000    0.000    0.000 linesearch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:42(Log)
        1    0.000    0.000    0.006    0.006 logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        1    0.000    0.000    0.000    0.000 logger.py:91(PrintTime)
        1    0.000    0.000    0.000    0.000 logging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:179(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.002    0.002 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        2    0.000    0.000    0.001    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:156(MarkerStyle)
        1    0.000    0.000    0.000    0.000 markers.py:186(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:27(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:33(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:39(UndefinedEnvironmentName)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mathtext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:176(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:185(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:196(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:93(MathtextBackendAgg)
        1    0.000    0.000    0.002    0.002 md.py:1(<module>)
        1    0.000    0.000    0.000    0.000 md.py:106(TooManyAccentuatedPlugin)
        1    0.000    0.000    0.000    0.000 md.py:132(UnprintablePlugin)
        1    0.000    0.000    0.000    0.000 md.py:156(SuspiciousDuplicateAccentPlugin)
        1    0.000    0.000    0.000    0.000 md.py:193(SuspiciousRange)
        1    0.000    0.000    0.000    0.000 md.py:245(SuperWeirdWordPlugin)
        1    0.000    0.000    0.000    0.000 md.py:25(MessDetectorPlugin)
        1    0.000    0.000    0.000    0.000 md.py:335(CjkInvalidStopPlugin)
        1    0.000    0.000    0.000    0.000 md.py:366(ArchaicUpperLowerPlugin)
        1    0.000    0.000    0.000    0.000 md.py:59(TooManySymbolOrPunctuationPlugin)
        1    0.000    0.000    0.000    0.000 measurements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.151    0.151 memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:189(MemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:292(NotMemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:333(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:371(MemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:63(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 memory.py:856(Memory)
        1    0.000    0.000    0.003    0.003 message.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 message.py:382(__getitem__)
        6    0.000    0.000    0.000    0.000 message.py:462(get)
       26    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        4    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.014    0.014 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:25(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:843(GaussianKDE)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        2    0.000    0.000    0.005    0.002 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:206(RequestHooksMixin)
        1    0.001    0.001    0.001    0.001 models.py:23(CharsetMatch)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 models.py:286(CharsetMatches)
        1    0.000    0.000    0.000    0.000 models.py:314(PreparedRequest)
        1    0.000    0.000    0.000    0.000 models.py:357(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 models.py:641(Response)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 moduleTNC.py:1(<module>)
        1    0.000    0.000    0.001    0.001 monkey.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monkey.py:100(_patch_distribution_metadata)
        1    0.000    0.000    0.001    0.001 monkey.py:128(patch_for_msvc_specialized_compiler)
        3    0.000    0.000    0.000    0.000 monkey.py:22(_get_mro)
        3    0.000    0.000    0.000    0.000 monkey.py:36(get_unpatched)
        3    0.000    0.000    0.000    0.000 monkey.py:45(get_unpatched_class)
        6    0.000    0.000    0.000    0.000 monkey.py:51(<genexpr>)
        1    0.000    0.000    0.001    0.001 monkey.py:63(patch_all)
        1    0.000    0.000    0.001    0.001 more.py:1(<module>)
        1    0.000    0.000    0.000    0.000 more.py:1481(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 more.py:1888(numeric_range)
        1    0.000    0.000    0.000    0.000 more.py:2267(islice_extended)
        1    0.000    0.000    0.000    0.000 more.py:233(peekable)
        1    0.000    0.000    0.000    0.000 more.py:2517(SequenceView)
        1    0.000    0.000    0.000    0.000 more.py:2562(seekable)
        1    0.000    0.000    0.000    0.000 more.py:2702(run_length)
        1    0.000    0.000    0.000    0.000 more.py:3071(time_limited)
        1    0.000    0.000    0.000    0.000 more.py:3395(AbortThread)
        1    0.000    0.000    0.000    0.000 more.py:3399(callback_iter)
        1    0.000    0.000    0.000    0.000 more.py:3795(countable)
        1    0.000    0.000    0.000    0.000 more.py:850(bucket)
        1    0.000    0.000    0.000    0.000 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mstats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 msvc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 msvc.py:1076(EnvironmentInfo)
        1    0.000    0.000    0.000    0.000 msvc.py:253(PlatformInfo)
        1    0.000    0.000    0.000    0.000 msvc.py:31(winreg)
        1    0.000    0.000    0.000    0.000 msvc.py:368(RegistryInfo)
        1    0.000    0.000    0.000    0.000 msvc.py:553(SystemInfo)
        1    0.000    0.000    0.022    0.022 multiarray.py:1(<module>)
       68    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        2    0.000    0.000    0.000    0.000 multiarray.py:1106(putmask)
      175    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
    38126    0.008    0.000    0.008    0.000 multiarray.py:341(where)
       33    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        1    0.000    0.000    0.000    0.000 multiarray.py:736(dot)
       27    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
        1    0.000    0.000    0.000    0.000 mvn.py:1(<module>)
        1    0.000    0.000    0.003    0.003 my_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:19(__getattr__)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:30(WorkerInterrupt)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:112(NoseTester)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.007    0.007 numeric.py:1(<module>)
        4    0.000    0.000    0.000    0.000 numeric.py:1347(normalize_axis_tuple)
        4    0.000    0.000    0.000    0.000 numeric.py:1397(<listcomp>)
       35    0.000    0.000    0.000    0.000 numeric.py:149(ones)
       33    0.000    0.000    0.000    0.000 numeric.py:1873(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2145(identity)
        6    0.000    0.000    0.000    0.000 numeric.py:2531(extend_all)
        6    0.000    0.000    0.000    0.000 numeric.py:289(full)
